0	0
0.01	-0.000569971504396484
0.02	-0.002329064410386747
0.03	-0.005352824456725035
0.04	-0.009719170850767272
0.05	-0.015508380728064
0.06	-0.02280304865435179
0.07	-0.031688018383542
0.08	-0.04225028396511826
0.09	-0.05457885718686491
0.1	-0.06876459824911856
0.11	-0.08490000650044231
0.12	-0.10307896802807522
0.13	-0.12339645689664147
0.14	-0.14594818687295585
0.15	-0.1708302105714417
0.16	-0.19813846311230007
0.17	-0.22796824761215612
0.18	-0.2604136601337763
0.19	-0.29556695211703277
0.2	-0.33351782880694475
0.21	-0.37435268279538036
0.22	-0.4181537625092459
0.23	-0.46499827631714546
0.24	-0.514957433894589
0.25	-0.5680954275890601
0.26	-0.6244683577624802
0.27	-0.6841231074588009
0.28	-0.7470961732441188
0.29	-0.8134124606873037
0.3	-0.8830840546774177
0.31	-0.9561089765917291
0.32	-1.032469942210588
0.33	-1.1121331361922973
0.34	-1.1950470208351673
0.35000000000000003	-1.2811411987211399
0.36	-1.3703253506047186
0.37	-1.4624882715248413
0.38	-1.557497029511861
0.39	-1.6551962723677451
0.4	-1.7554077087414288
0.41000000000000003	-1.8579297900268363
0.42	-1.962537619401567
0.43	-2.0689831135245913
0.44	-2.1769954409510506
0.45	-2.2862817591387823
0.46	-2.396528268963343
0.47000000000000003	-2.507401601890114
0.48	-2.618550550356826
0.49	-2.7296081465039426
0.5	-2.8401940881870944
0.51	-2.9499175042786483
0.52	-3.058380043710956
0.53	-3.1651792646628856
0.54	-3.2699122919103254
0.55	-3.3721797018513553
0.56	-3.4715895863107806
0.5700000000000001	-3.567761738187742
0.58	-3.660331894616996
0.59	-3.748955966865814
0.6	-3.833314180984745
0.61	-3.9131150495642912
0.62	-3.9880990930927234
0.63	-4.058042229599731
0.64	-4.122758753694403
0.65	-4.182103830889132
0.66	-4.2359754402927114
0.67	-4.284315708319014
0.68	-4.327111587860693
0.6900000000000001	-4.364394851190366
0.7000000000000001	-4.396241380346622
0.71	-4.422769755517614
0.72	-4.444139159447506
0.73	-4.46054663358998
0.74	-4.47222373900237
0.75	-4.479432691176294
0.76	-4.482462052506641
0.77	-4.481622078318404
0.78	-4.477239821777188
0.79	-4.469654109178446
0.8	-4.459210499740677
0.81	-4.446256342960445
0.8200000000000001	-4.431136041821721
0.8300000000000001	-4.414186621851031
0.84	-4.395733694495584
0.85	-4.376087889043227
0.86	-4.355541810895869
0.87	-4.334367566143177
0.88	-4.312814873813341
0.89	-4.291109768676085
0.9	-4.269453879793794
0.91	-4.248024253853977
0.92	-4.226973678268713
0.93	-4.206431447567042
0.9400000000000001	-4.186504508060037
0.9500000000000001	-4.167278910291679
0.96	-4.148821496406749
0.97	-4.131181750122112
0.98	-4.114393740197151
0.99	-4.098478093769784
1.0	-4.083443943184095
